point_id,region_id,u_m,v_m,x_m,y_m,z_m,nx,ny,nz
125,18,8.700000000,-0.000000000,-0.000789194,0.070531750,27.775276569,-0.999999996,-0.000000073,-0.000090712
126,18,8.750000000,-0.000000000,-0.000793730,0.070531537,27.825276569,-0.999999996,-0.000000073,-0.000090712
127,18,8.800000000,-0.000000000,-0.000798266,0.070531324,27.875276568,-0.999999996,-0.000000073,-0.000090712
128,18,8.850000000,-0.000000000,-0.000802801,0.070531111,27.925276568,-0.999999996,-0.000000073,-0.000090712
129,18,8.900000000,-0.000000000,-0.000807337,0.070530898,27.975276568,-0.999999996,-0.000000073,-0.000090712
130,18,8.950000000,-0.000000000,-0.000811872,0.070530685,28.025276568,-0.999999996,-0.000000073,-0.000090712
131,18,9.000000000,-0.000000000,-0.000816408,0.070530472,28.075276568,-0.999999996,-0.000000073,-0.000090712
132,18,9.050000000,-0.000000000,-0.000820944,0.070530259,28.125276567,-0.999999996,-0.000000073,-0.000090712
133,18,9.100000000,-0.000000000,-0.000825479,0.070530046,28.175276567,-0.999999996,-0.000000073,-0.000090712
134,19,8.200000000,-0.000000000,-0.000743838,0.070533879,27.275276571,-0.999999996,-0.000000073,-0.000090712
135,19,8.250000000,-0.000000000,-0.000748374,0.070533666,27.325276571,-0.999999996,-0.000000073,-0.000090712
136,20,7.800000000,-0.000000000,-0.000707554,0.070535582,26.875276573,-0.999999996,-0.000000073,-0.000090712
137,20,7.850000000,-0.000000000,-0.000712089,0.070535369,26.925276572,-0.999999996,-0.000000073,-0.000090712
138,20,7.900000000,-0.000000000,-0.000716625,0.070535156,26.975276572,-0.999999996,-0.000000073,-0.000090712
139,20,7.950000000,-0.000000000,-0.000721160,0.070534943,27.025276572,-0.999999996,-0.000000073,-0.000090712
140,20,8.000000000,-0.000000000,-0.000725696,0.070534730,27.075276572,-0.999999996,-0.000000073,-0.000090712
141,21,6.600000000,-0.000000000,-0.000598699,0.070540692,25.675276577,-0.999999996,-0.000000073,-0.000090712
142,21,6.650000000,-0.000000000,-0.000603235,0.070540479,25.725276577,-0.999999996,-0.000000073,-0.000090712
143,21,6.700000000,-0.000000000,-0.000607770,0.070540266,25.775276577,-0.999999996,-0.000000073,-0.000090712
144,21,6.750000000,-0.000000000,-0.000612306,0.070540053,25.825276577,-0.999999996,-0.000000073,-0.000090712
145,21,6.800000000,-0.000000000,-0.000616842,0.070539840,25.875276577,-0.999999996,-0.000000073,-0.000090712
146,21,6.850000000,-0.000000000,-0.000621377,0.070539627,25.925276576,-0.999999996,-0.000000073,-0.000090712
147,22,5.750000000,-0.000000000,-0.000521594,0.070544311,24.825276581,-0.999999996,-0.000000073,-0.000090712
148,22,5.800000000,-0.000000000,-0.000526130,0.070544098,24.875276581,-0.999999996,-0.000000073,-0.000090712
149,22,5.850000000,-0.000000000,-0.000530665,0.070543885,24.925276581,-0.999999996,-0.000000073,-0.000090712
150,22,5.900000000,-0.000000000,-0.000535201,0.070543672,24.975276580,-0.999999996,-0.000000073,-0.000090712
151,22,5.950000000,-0.000000000,-0.000539736,0.070543459,25.025276580,-0.999999996,-0.000000073,-0.000090712
152,22,6.000000000,-0.000000000,-0.000544272,0.070543246,25.075276580,-0.999999996,-0.000000073,-0.000090712
153,22,6.050000000,-0.000000000,-0.000548808,0.070543034,25.125276580,-0.999999996,-0.000000073,-0.000090712
154,22,6.100000000,-0.000000000,-0.000553343,0.070542821,25.175276580,-0.999999996,-0.000000073,-0.000090712
155,22,6.150000000,-0.000000000,-0.000557879,0.070542608,25.225276579,-0.999999996,-0.000000073,-0.000090712
156,22,6.200000000,-0.000000000,-0.000562414,0.070542395,25.275276579,-0.999999996,-0.000000073,-0.000090712
157,22,6.250000000,-0.000000000,-0.000566950,0.070542182,25.325276579,-0.999999996,-0.000000073,-0.000090712
158,22,6.300000000,-0.000000000,-0.000571486,0.070541969,25.375276579,-0.999999996,-0.000000073,-0.000090712
159,22,6.350000000,-0.000000000,-0.000576021,0.070541756,25.425276579,-0.999999996,-0.000000073,-0.000090712
160,22,6.400000000,-0.000000000,-0.000580557,0.070541543,25.475276578,-0.999999996,-0.000000073,-0.000090712
161,22,6.450000000,-0.000000000,-0.000585092,0.070541330,25.525276578,-0.999999996,-0.000000073,-0.000090712
162,23,4.800000000,-0.000000000,-0.000435418,0.070548356,23.875276585,-0.999999996,-0.000000073,-0.000090712
163,23,4.850000000,-0.000000000,-0.000439953,0.070548143,23.925276585,-0.999999996,-0.000000073,-0.000090712
164,23,4.900000000,-0.000000000,-0.000444489,0.070547930,23.975276584,-0.999999996,-0.000000073,-0.000090712
165,23,4.950000000,-0.000000000,-0.000449024,0.070547717,24.025276584,-0.999999996,-0.000000073,-0.000090712
166,23,5.000000000,-0.000000000,-0.000453560,0.070547505,24.075276584,-0.999999996,-0.000000073,-0.000090712
167,23,5.050000000,-0.000000000,-0.000458096,0.070547292,24.125276584,-0.999999996,-0.000000073,-0.000090712
168,23,5.100000000,-0.000000000,-0.000462631,0.070547079,24.175276584,-0.999999996,-0.000000073,-0.000090712
169,23,5.150000000,-0.000000000,-0.000467167,0.070546866,24.225276583,-0.999999996,-0.000000073,-0.000090712
170,23,5.200000000,-0.000000000,-0.000471702,0.070546653,24.275276583,-0.999999996,-0.000000073,-0.000090712
171,23,5.250000000,-0.000000000,-0.000476238,0.070546440,24.325276583,-0.999999996,-0.000000073,-0.000090712
172,23,5.300000000,-0.000000000,-0.000480774,0.070546227,24.375276583,-0.999999996,-0.000000073,-0.000090712
173,23,5.350000000,-0.000000000,-0.000485309,0.070546014,24.425276583,-0.999999996,-0.000000073,-0.000090712
174,23,5.400000000,-0.000000000,-0.000489845,0.070545801,24.475276582,-0.999999996,-0.000000073,-0.000090712
175,23,5.450000000,-0.000000000,-0.000494380,0.070545588,24.525276582,-0.999999996,-0.000000073,-0.000090712
176,23,5.500000000,-0.000000000,-0.000498916,0.070545375,24.575276582,-0.999999996,-0.000000073,-0.000090712
177,23,5.550000000,-0.000000000,-0.000503452,0.070545163,24.625276582,-0.999999996,-0.000000073,-0.000090712
178,24,4.500000000,-0.000000000,-0.000408204,0.070549634,23.575276586,-0.999999996,-0.000000073,-0.000090712
179,24,4.550000000,-0.000000000,-0.000412740,0.070549421,23.625276586,-0.999999996,-0.000000073,-0.000090712
180,24,4.600000000,-0.000000000,-0.000417275,0.070549208,23.675276586,-0.999999996,-0.000000073,-0.000090712
181,24,4.650000000,-0.000000000,-0.000421811,0.070548995,23.725276586,-0.999999996,-0.000000073,-0.000090712
182,25,3.900000000,-0.000000000,-0.000353777,0.070552188,22.975276589,-0.999999996,-0.000000073,-0.000090712
183,25,3.950000000,-0.000000000,-0.000358312,0.070551976,23.025276588,-0.999999996,-0.000000073,-0.000090712
184,25,4.000000000,-0.000000000,-0.000362848,0.070551763,23.075276588,-0.999999996,-0.000000073,-0.000090712
185,25,4.050000000,-0.000000000,-0.000367384,0.070551550,23.125276588,-0.999999996,-0.000000073,-0.000090712
186,25,4.100000000,-0.000000000,-0.000371919,0.070551337,23.175276588,-0.999999996,-0.000000073,-0.000090712
187,25,4.150000000,-0.000000000,-0.000376455,0.070551124,23.225276588,-0.999999996,-0.000000073,-0.000090712
188,25,4.200000000,-0.000000000,-0.000380990,0.070550911,23.275276587,-0.999999996,-0.000000073,-0.000090712
189,26,3.100000000,-0.000000000,-0.000281207,0.070555595,22.175276592,-0.999999996,-0.000000073,-0.000090712
190,26,3.150000000,-0.000000000,-0.000285743,0.070555382,22.225276592,-0.999999996,-0.000000073,-0.000090712
191,26,3.200000000,-0.000000000,-0.000290278,0.070555169,22.275276591,-0.999999996,-0.000000073,-0.000090712
192,26,3.250000000,-0.000000000,-0.000294814,0.070554956,22.325276591,-0.999999996,-0.000000073,-0.000090712
193,26,3.300000000,-0.000000000,-0.000299350,0.070554743,22.375276591,-0.999999996,-0.000000073,-0.000090712
194,26,3.350000000,-0.000000000,-0.000303885,0.070554530,22.425276591,-0.999999996,-0.000000073,-0.000090712
195,26,3.400000000,-0.000000000,-0.000308421,0.070554318,22.475276591,-0.999999996,-0.000000073,-0.000090712
196,26,3.450000000,-0.000000000,-0.000312956,0.070554105,22.525276590,-0.999999996,-0.000000073,-0.000090712
197,26,3.500000000,-0.000000000,-0.000317492,0.070553892,22.575276590,-0.999999996,-0.000000073,-0.000090712
198,26,3.550000000,-0.000000000,-0.000322028,0.070553679,22.625276590,-0.999999996,-0.000000073,-0.000090712
199,26,3.600000000,-0.000000000,-0.000326563,0.070553466,22.675276590,-0.999999996,-0.000000073,-0.000090712
200,26,3.650000000,-0.000000000,-0.000331099,0.070553253,22.725276590,-0.999999996,-0.000000073,-0.000090712
201,26,3.700000000,-0.000000000,-0.000335634,0.070553040,22.775276589,-0.999999996,-0.000000073,-0.000090712
202,26,3.750000000,-0.000000000,-0.000340170,0.070552827,22.825276589,-0.999999996,-0.000000073,-0.000090712
203,27,2.550000000,-0.000000000,-0.000231316,0.070557937,21.625276594,-0.999999996,-0.000000073,-0.000090712
204,27,2.600000000,-0.000000000,-0.000235851,0.070557724,21.675276594,-0.999999996,-0.000000073,-0.000090712
205,27,2.650000000,-0.000000000,-0.000240387,0.070557511,21.725276594,-0.999999996,-0.000000073,-0.000090712
206,27,2.700000000,-0.000000000,-0.000244922,0.070557298,21.775276594,-0.999999996,-0.000000073,-0.000090712
207,27,2.750000000,-0.000000000,-0.000249458,0.070557085,21.825276593,-0.999999996,-0.000000073,-0.000090712
208,27,2.800000000,-0.000000000,-0.000253994,0.070556872,21.875276593,-0.999999996,-0.000000073,-0.000090712
209,27,2.850000000,-0.000000000,-0.000258529,0.070556659,21.925276593,-0.999999996,-0.000000073,-0.000090712
210,28,1.200000000,-0.000000000,-0.000108854,0.070563685,20.275276600,-0.999999996,-0.000000073,-0.000090712
211,28,1.250000000,-0.000000000,-0.000113390,0.070563472,20.325276600,-0.999999996,-0.000000073,-0.000090712
212,28,1.300000000,-0.000000000,-0.000117926,0.070563260,20.375276599,-0.999999996,-0.000000073,-0.000090712
213,28,1.350000000,-0.000000000,-0.000122461,0.070563047,20.425276599,-0.999999996,-0.000000073,-0.000090712
214,28,1.400000000,-0.000000000,-0.000126997,0.070562834,20.475276599,-0.999999996,-0.000000073,-0.000090712
215,28,1.450000000,-0.000000000,-0.000131532,0.070562621,20.525276599,-0.999999996,-0.000000073,-0.000090712
216,28,1.500000000,-0.000000000,-0.000136068,0.070562408,20.575276599,-0.999999996,-0.000000073,-0.000090712
217,28,1.550000000,-0.000000000,-0.000140604,0.070562195,20.625276598,-0.999999996,-0.000000073,-0.000090712
218,29,0.350000000,-0.000000000,-0.000031749,0.070567305,19.425276603,-0.999999996,-0.000000073,-0.000090712
219,29,0.400000000,-0.000000000,-0.000036285,0.070567092,19.475276603,-0.999999996,-0.000000073,-0.000090712
220,29,0.450000000,-0.000000000,-0.000040820,0.070566879,19.525276603,-0.999999996,-0.000000073,-0.000090712
221,29,0.500000000,-0.000000000,-0.000045356,0.070566666,19.575276603,-0.999999996,-0.000000073,-0.000090712
222,29,0.550000000,-0.000000000,-0.000049892,0.070566453,19.625276602,-0.999999996,-0.000000073,-0.000090712
223,29,0.600000000,-0.000000000,-0.000054427,0.070566240,19.675276602,-0.999999996,-0.000000073,-0.000090712
224,29,0.650000000,-0.000000000,-0.000058963,0.070566027,19.725276602,-0.999999996,-0.000000073,-0.000090712
225,29,0.700000000,-0.000000000,-0.000063498,0.070565814,19.775276602,-0.999999996,-0.000000073,-0.000090712
226,29,0.750000000,-0.000000000,-0.000068034,0.070565602,19.825276602,-0.999999996,-0.000000073,-0.000090712
227,29,0.800000000,-0.000000000,-0.000072570,0.070565389,19.875276601,-0.999999996,-0.000000073,-0.000090712
228,29,0.850000000,-0.000000000,-0.000077105,0.070565176,19.925276601,-0.999999996,-0.000000073,-0.000090712
229,29,0.900000000,-0.000000000,-0.000081641,0.070564963,19.975276601,-0.999999996,-0.000000073,-0.000090712
230,29,0.950000000,-0.000000000,-0.000086176,0.070564750,20.025276601,-0.999999996,-0.000000073,-0.000090712
231,29,1.000000000,-0.000000000,-0.000090712,0.070564537,20.075276601,-0.999999996,-0.000000073,-0.000090712
232,29,1.050000000,-0.000000000,-0.000095248,0.070564324,20.125276600,-0.999999996,-0.000000073,-0.000090712
233,30,-0.600000000,-0.000000000,0.000054427,0.070571350,18.475276607,-0.999999996,-0.000000073,-0.000090712
234,30,-0.550000000,-0.000000000,0.000049892,0.070571137,18.525276607,-0.999999996,-0.000000073,-0.000090712
235,30,-0.500000000,-0.000000000,0.000045356,0.070570924,18.575276607,-0.999999996,-0.000000073,-0.000090712
236,30,-0.450000000,-0.000000000,0.000040820,0.070570711,18.625276607,-0.999999996,-0.000000073,-0.000090712
237,30,-0.400000000,-0.000000000,0.000036285,0.070570498,18.675276606,-0.999999996,-0.000000073,-0.000090712
238,30,-0.350000000,-0.000000000,0.000031749,0.070570285,18.725276606,-0.999999996,-0.000000073,-0.000090712
239,30,-0.300000000,-0.000000000,0.000027214,0.070570073,18.775276606,-0.999999996,-0.000000073,-0.000090712
240,30,-0.250000000,-0.000000000,0.000022678,0.070569860,18.825276606,-0.999999996,-0.000000073,-0.000090712
241,30,-0.200000000,-0.000000000,0.000018142,0.070569647,18.875276606,-0.999999996,-0.000000073,-0.000090712
242,30,-0.150000000,-0.000000000,0.000013607,0.070569434,18.925276605,-0.999999996,-0.000000073,-0.000090712
243,30,-0.100000000,-0.000000000,0.000009071,0.070569221,18.975276605,-0.999999996,-0.000000073,-0.000090712
